Nama CPU,CPU Mark
Intel Xeon E 2276G  3.80GHz,"14,034"
Intel Xeon E 2276M  2.80GHz,"11,652"
Intel Xeon E 2276ME  2.80GHz,"8,167"
Intel Xeon E 2276ML  2.00GHz,"6,353"
Intel Xeon E 2278G  3.40GHz,"16,825"
Intel Xeon E 2278GE  3.30GHz,"15,956"
Intel Xeon E 2278GEL  2.00GHz,"12,024"
Intel Xeon E 2286G  4.00GHz,"14,057"
Intel Xeon E 2286M  2.40GHz,"15,120"
Intel Xeon E 2288G  3.70GHz,"17,451"
Intel Xeon E 2314  2.80GHz,"7,795"
Intel Xeon E 2324G  3.10GHz,"10,339"
Intel Xeon E 2334  3.40GHz,"12,364"
Intel Xeon E 2336  2.90GHz,"16,136"
Intel Xeon E 2356G  3.20GHz,"18,459"
Intel Xeon E 2374G  3.70GHz,"13,726"
Intel Xeon E 2378  2.60GHz,"17,069"
Intel Xeon E 2378G  2.80GHz,"21,153"
Intel Xeon E 2386G  3.50GHz,"19,506"
Intel Xeon E 2388G  3.20GHz,"23,581"
Intel Xeon E 2436,"21,708"
Intel Xeon E 2456,"20,339"
Intel Xeon E 2468,"26,652"
Intel Xeon E 2478,"27,776"
Intel Xeon E 2488,"31,962"
Intel Xeon E3 1205 v6  3.00GHz,"5,682"
Intel Xeon E3 1220  3.10GHz,"3,859"
Intel Xeon E3 1220 V2  3.10GHz,"4,679"
Intel Xeon E3 1220 v3  3.10GHz,"5,178"
Intel Xeon E3 1220 v5  3.00GHz,"5,731"
Intel Xeon E3 1220 v6  3.00GHz,"5,603"
Intel Xeon E3 1220L  2.20GHz,"2,263"
Intel Xeon E3 1220L V2  2.30GHz,"2,397"
Intel Xeon E3 1220L v3  1.10GHz,"1,407"
Intel Xeon E3 1225  3.10GHz,"3,903"
Intel Xeon E3 1225 V2  3.20GHz,"4,705"
Intel Xeon E3 1225 v3  3.20GHz,"5,324"
Intel Xeon E3 1225 v5  3.30GHz,"5,951"
Intel Xeon E3 1225 v6  3.30GHz,"5,719"
Intel Xeon E3 1226 v3  3.30GHz,"5,528"
Intel Xeon E3 1230  3.20GHz,"5,142"
Intel Xeon E3 1230 V2  3.30GHz,"6,188"
Intel Xeon E3 1230 v3  3.30GHz,"6,835"
Intel Xeon E3 1230 v5  3.40GHz,"8,009"
Intel Xeon E3 1230 v6  3.50GHz,"8,120"
Intel Xeon E3 1230L v3  1.80GHz,"5,282"
Intel Xeon E3 1231 v3  3.40GHz,"7,034"
Intel Xeon E3 1235  3.20GHz,"5,112"
Intel Xeon E3 1235L v5  2.00GHz,"5,013"
Intel Xeon E3 1240  3.30GHz,"5,359"
Intel Xeon E3 1240 V2  3.40GHz,"6,384"
Intel Xeon E3 1240 v3  3.40GHz,"6,995"
Intel Xeon E3 1240 v5  3.50GHz,"8,260"
Intel Xeon E3 1240 v6  3.70GHz,"8,731"
Intel Xeon E3 1240L v3  2.00GHz,"5,681"
Intel Xeon E3 1240L v5  2.10GHz,"6,547"
Intel Xeon E3 1241 v3  3.50GHz,"7,161"
Intel Xeon E3 1245  3.30GHz,"5,346"
Intel Xeon E3 1245 V2  3.40GHz,"6,354"
Intel Xeon E3 1245 v3  3.40GHz,"7,034"
Intel Xeon E3 1245 v5  3.50GHz,"8,051"
Intel Xeon E3 1245 v6  3.70GHz,"8,738"
Intel Xeon E3 1246 v3  3.50GHz,"7,232"
Intel Xeon E3 1260L  2.40GHz,"4,076"
Intel Xeon E3 1260L v5  2.90GHz,"8,237"
Intel Xeon E3 1265L  2.40GHz,"3,912"
Intel Xeon E3 1265L V2  2.50GHz,"5,040"
Intel Xeon E3 1265L v3  2.50GHz,"6,184"
Intel Xeon E3 1265L v4  2.30GHz,"6,954"
Intel Xeon E3 1268L v3  2.30GHz,"5,574"
Intel Xeon E3 1268L v5  2.40GHz,"6,334"
Intel Xeon E3 1270  3.40GHz,"5,375"
Intel Xeon E3 1270 V2  3.50GHz,"6,494"
Intel Xeon E3 1270 v3  3.50GHz,"7,233"
Intel Xeon E3 1270 v5  3.60GHz,"8,321"
Intel Xeon E3 1270 v6  3.80GHz,"8,932"
Intel Xeon E3 1270L v4  3.00GHz,"7,662"
Intel Xeon E3 1271 v3  3.60GHz,"7,504"
Intel Xeon E3 1275  3.40GHz,"5,498"
Intel Xeon E3 1275 V2  3.50GHz,"6,643"
Intel Xeon E3 1275 v3  3.50GHz,"7,220"
Intel Xeon E3 1275 v5  3.60GHz,"8,288"
Intel Xeon E3 1275 v6  3.80GHz,"9,202"
Intel Xeon E3 1275L v3  2.70GHz,"6,327"
Intel Xeon E3 1276 v3  3.60GHz,"7,543"
Intel Xeon E3 1280  3.50GHz,"5,612"
Intel Xeon E3 1280 V2  3.60GHz,"6,617"
Intel Xeon E3 1280 v3  3.60GHz,"7,252"
Intel Xeon E3 1280 v5  3.70GHz,"8,254"
Intel Xeon E3 1280 v6  3.90GHz,"9,093"
Intel Xeon E3 1281 v3  3.70GHz,"7,581"
Intel Xeon E3 1285 v3  3.60GHz,"7,211"
Intel Xeon E3 1285 v4  3.50GHz,"7,735"
Intel Xeon E3 1285 v6  4.10GHz,"9,502"
Intel Xeon E3 1285L v3  3.10GHz,"6,874"
Intel Xeon E3 1285L v4  3.40GHz,"8,089"
Intel Xeon E3 1286 v3  3.70GHz,"7,879"
Intel Xeon E3 1286L v3  3.20GHz,"6,929"
Intel Xeon E3 1290  3.60GHz,"5,429"
Intel Xeon E3 1290 V2  3.70GHz,"6,354"
Intel Xeon E3 1505L v5  2.00GHz,"5,083"
Intel Xeon E3 1505L v6  2.20GHz,"5,882"
Intel Xeon E3 1505M v5  2.80GHz,"6,991"
Intel Xeon E3 1505M v6  3.00GHz,"7,436"
Intel Xeon E3 1515M v5  2.80GHz,"5,925"
Intel Xeon E3 1535M v5  2.90GHz,"7,471"
Intel Xeon E3 1535M v6  3.10GHz,"8,074"
Intel Xeon E3 1545M v5  2.90GHz,"7,633"
Intel Xeon E3 1565L v5  2.50GHz,"7,325"
Intel Xeon E3 1575M v5  3.00GHz,"7,727"
Intel Xeon E3 1585 v5  3.50GHz,"8,408"
Intel Xeon E3 1585L v5  3.00GHz,"7,959"
Intel Xeon E3110  3.00GHz,"1,295"
Intel Xeon E3113  3.00GHz,"1,429"
Intel Xeon E3120  3.16GHz,"1,408"
Intel Xeon E5 1410  2.80GHz,"4,852"
Intel Xeon E5 1410 v2  2.80GHz,"5,715"
Intel Xeon E5 1428L v2  2.20GHz,"6,255"
Intel Xeon E5 1603  2.80GHz,"3,482"
Intel Xeon E5 1603 v3  2.80GHz,"4,458"
Intel Xeon E5 1603 v4  2.80GHz,"4,703"
Intel Xeon E5 1607  3.00GHz,"3,782"
Intel Xeon E5 1607 v2  3.00GHz,"4,141"
Intel Xeon E5 1607 v3  3.10GHz,"4,956"
Intel Xeon E5 1607 v4  3.10GHz,"5,197"
Intel Xeon E5 1620  3.60GHz,"5,847"
Intel Xeon E5 1620 v2  3.70GHz,"6,531"
Intel Xeon E5 1620 v3  3.50GHz,"6,958"
Intel Xeon E5 1620 v4  3.50GHz,"7,337"
Intel Xeon E5 1630 v3  3.70GHz,"7,419"
Intel Xeon E5 1630 v4  3.70GHz,"7,564"
Intel Xeon E5 1650  3.20GHz,"8,075"
Intel Xeon E5 1650 v2  3.50GHz,"9,293"
Intel Xeon E5 1650 v3  3.50GHz,"10,387"
Intel Xeon E5 1650 v4  3.60GHz,"11,360"
Intel Xeon E5 1660  3.30GHz,"8,324"
Intel Xeon E5 1660 v2  3.70GHz,"10,332"
Intel Xeon E5 1660 v3  3.00GHz,"12,582"
Intel Xeon E5 1660 v4  3.20GHz,"13,341"
Intel Xeon E5 1680 v2  3.00GHz,"12,410"
Intel Xeon E5 1680 v3  3.20GHz,"13,273"
Intel Xeon E5 1680 v4  3.40GHz,"14,242"
Intel Xeon E5 1681 v3  2.90GHz,"14,820"
Intel Xeon E5 2403  1.80GHz,"2,367"
Intel Xeon E5 2403 v2  1.80GHz,"2,672"
Intel Xeon E5 2407  2.20GHz,"2,675"
Intel Xeon E5 2407 v2  2.40GHz,"3,335"
Intel Xeon E5 2418L  2.00GHz,"3,518"
Intel Xeon E5 2418L v2  2.00GHz,"5,380"
Intel Xeon E5 2420  1.90GHz,"5,012"
Intel Xeon E5 2420 v2  2.20GHz,"6,349"
Intel Xeon E5 2430  2.20GHz,"5,745"
Intel Xeon E5 2430 v2  2.50GHz,"6,859"
Intel Xeon E5 2430L  2.00GHz,"5,300"
Intel Xeon E5 2430L v2  2.40GHz,"6,190"
Intel Xeon E5 2440  2.40GHz,"6,091"
Intel Xeon E5 2440 v2  1.90GHz,"7,473"
Intel Xeon E5 2448L v2  1.80GHz,"6,774"
Intel Xeon E5 2450  2.10GHz,"7,534"
Intel Xeon E5 2450 v2  2.50GHz,"9,057"
Intel Xeon E5 2450L  1.80GHz,"6,047"
Intel Xeon E5 2470  2.30GHz,"8,300"
Intel Xeon E5 2470 v2  2.40GHz,"10,701"
Intel Xeon E5 2603  1.80GHz,"2,325"
Intel Xeon E5 2603 v2  1.80GHz,"2,735"
Intel Xeon E5 2603 v3  1.60GHz,"3,825"
Intel Xeon E5 2603 v4  1.70GHz,"4,517"
Intel Xeon E5 2608L v3  2.00GHz,"6,415"
Intel Xeon E5 2608L v4  1.60GHz,"7,447"
Intel Xeon E5 2609  2.40GHz,"2,943"
Intel Xeon E5 2609 v2  2.50GHz,"3,369"
Intel Xeon E5 2609 v3  1.90GHz,"4,465"
Intel Xeon E5 2609 v4  1.70GHz,"5,418"
Intel Xeon E5 2618L v3  2.30GHz,"11,310"
Intel Xeon E5 2618L v4  2.20GHz,"12,429"
Intel Xeon E5 2620  2.00GHz,"5,324"
Intel Xeon E5 2620 v2  2.10GHz,"6,251"
Intel Xeon E5 2620 v3  2.40GHz,"7,746"
Intel Xeon E5 2620 v4  2.10GHz,"9,292"
Intel Xeon E5 2623 v3  3.00GHz,"6,652"
Intel Xeon E5 2623 v4  2.60GHz,"6,903"
Intel Xeon E5 2628 v3  2.50GHz,"8,447"
Intel Xeon E5 2628L v2  1.90GHz,"7,181"
Intel Xeon E5 2628L v3  2.00GHz,"9,949"
Intel Xeon E5 2628L v4  1.90GHz,"11,079"
Intel Xeon E5 2629 v3  2.40GHz,"9,139"
Intel Xeon E5 2630  2.30GHz,"6,082"
Intel Xeon E5 2630 v2  2.60GHz,"7,495"
Intel Xeon E5 2630 v3  2.40GHz,"10,271"
Intel Xeon E5 2630 v4  2.20GHz,"11,443"
Intel Xeon E5 2630L  2.00GHz,"5,305"
Intel Xeon E5 2630L v2  2.40GHz,"6,640"
Intel Xeon E5 2630L v3  1.80GHz,"8,661"
Intel Xeon E5 2630L v4  1.80GHz,"9,966"
Intel Xeon E5 2637  3.00GHz,"2,978"
Intel Xeon E5 2637 v2  3.50GHz,"6,492"
Intel Xeon E5 2637 v3  3.50GHz,"7,252"
Intel Xeon E5 2637 v4  3.50GHz,"7,460"
Intel Xeon E5 2640  2.50GHz,"6,302"
Intel Xeon E5 2640 v2  2.00GHz,"7,625"
Intel Xeon E5 2640 v3  2.60GHz,"11,044"
Intel Xeon E5 2640 v4  2.40GHz,"12,474"
Intel Xeon E5 2643  3.30GHz,"5,228"
Intel Xeon E5 2643 v2  3.50GHz,"9,172"
Intel Xeon E5 2643 v3  3.40GHz,"10,276"
Intel Xeon E5 2643 v4  3.40GHz,"11,075"
Intel Xeon E5 2648L  1.80GHz,"5,262"
Intel Xeon E5 2648L v2  1.90GHz,"8,828"
Intel Xeon E5 2648L v3  1.80GHz,"9,847"
Intel Xeon E5 2648L v4  1.80GHz,"11,839"
Intel Xeon E5 2649 v3  2.30GHz,"12,399"
Intel Xeon E5 2650  2.00GHz,"7,349"
Intel Xeon E5 2650 v2  2.60GHz,"9,792"
Intel Xeon E5 2650 v3  2.30GHz,"11,690"
Intel Xeon E5 2650 v4  2.20GHz,"13,300"
Intel Xeon E5 2650L  1.80GHz,"6,055"
Intel Xeon E5 2650L v2  1.70GHz,"7,612"
Intel Xeon E5 2650L v3  1.80GHz,"11,865"
Intel Xeon E5 2650L v4  1.70GHz,"12,734"
Intel Xeon E5 2651 v2  1.80GHz,"9,551"
Intel Xeon E5 2658  2.10GHz,"6,232"
Intel Xeon E5 2658 v2  2.40GHz,"10,575"
Intel Xeon E5 2658 v3  2.20GHz,"13,487"
Intel Xeon E5 2658 v4  2.30GHz,"14,434"
Intel Xeon E5 2658A v3  2.20GHz,"14,879"
Intel Xeon E5 2660  2.20GHz,"8,067"
Intel Xeon E5 2660 v2  2.20GHz,"10,350"
Intel Xeon E5 2660 v3  2.60GHz,"13,049"
Intel Xeon E5 2660 v4  2.00GHz,"15,624"
Intel Xeon E5 2663 v3  2.80GHz,"11,777"
Intel Xeon E5 2665  2.40GHz,"8,293"
Intel Xeon E5 2666 v3  2.90GHz,"14,046"
Intel Xeon E5 2666 v4  2.80GHz,"17,958"
Intel Xeon E5 2667  2.90GHz,"7,442"
Intel Xeon E5 2667 v2  3.30GHz,"12,191"
Intel Xeon E5 2667 v3  3.20GHz,"12,474"
Intel Xeon E5 2667 v4  3.20GHz,"13,780"
Intel Xeon E5 2669 v3  2.30GHz,"16,107"
Intel Xeon E5 2670  2.60GHz,"8,899"
Intel Xeon E5 2670 v2  2.50GHz,"11,342"
Intel Xeon E5 2670 v3  2.30GHz,"13,493"
Intel Xeon E5 2673 v2  3.30GHz,"12,331"
Intel Xeon E5 2673 v3  2.40GHz,"13,996"
Intel Xeon E5 2673 v4  2.30GHz,"21,277"
Intel Xeon E5 2675 v3  1.80GHz,"13,180"
Intel Xeon E5 2676 v3  2.40GHz,"13,186"
Intel Xeon E5 2676 v4  2.40GHz,"18,978"
Intel Xeon E5 2678 v3  2.50GHz,"14,662"
Intel Xeon E5 2679 v4  2.50GHz,"24,131"
Intel Xeon E5 2680  2.70GHz,"9,324"
Intel Xeon E5 2680 v2  2.80GHz,"12,678"
Intel Xeon E5 2680 v3  2.50GHz,"14,857"
Intel Xeon E5 2680 v4  2.40GHz,"17,314"
Intel Xeon E5 2680R v4  2.40GHz,"17,487"
Intel Xeon E5 2682 v4  2.50GHz,"18,716"
Intel Xeon E5 2683 v3  2.00GHz,"14,697"
Intel Xeon E5 2683 v4  2.10GHz,"17,467"
Intel Xeon E5 2685 v3  2.60GHz,"12,944"
Intel Xeon E5 2686 v3  2.00GHz,"18,148"
Intel Xeon E5 2686 v4  2.30GHz,"19,860"
Intel Xeon E5 2687W  3.10GHz,"10,040"
Intel Xeon E5 2687W v2  3.40GHz,"12,301"
Intel Xeon E5 2687W v3  3.10GHz,"14,540"
Intel Xeon E5 2687W v4  3.00GHz,"17,596"
Intel Xeon E5 2689  2.60GHz,"9,478"
Intel Xeon E5 2689 v4  3.10GHz,"17,084"
Intel Xeon E5 2690  2.90GHz,"9,771"
Intel Xeon E5 2690 v2  3.00GHz,"13,373"
Intel Xeon E5 2690 v3  2.60GHz,"16,060"
Intel Xeon E5 2690 v4  2.60GHz,"19,263"
Intel Xeon E5 2692 v2  2.20GHz,"12,119"
Intel Xeon E5 2695 v2  2.40GHz,"13,380"
Intel Xeon E5 2695 v3  2.30GHz,"16,551"
Intel Xeon E5 2695 v4  2.10GHz,"18,840"
Intel Xeon E5 2696 v2  2.50GHz,"14,079"
Intel Xeon E5 2696 v3  2.30GHz,"21,463"
Intel Xeon E5 2696 v4  2.20GHz,"24,995"
Intel Xeon E5 2697 v2  2.70GHz,"14,277"
Intel Xeon E5 2697 v3  2.60GHz,"18,160"
Intel Xeon E5 2697 v4  2.30GHz,"20,965"
Intel Xeon E5 2697A v4  2.60GHz,"21,596"
Intel Xeon E5 2697R v4  2.30GHz,"20,843"
Intel Xeon E5 2698 v3  2.30GHz,"18,864"
Intel Xeon E5 2698 v4  2.20GHz,"22,765"
Intel Xeon E5 2698B v3  2.00GHz,"16,287"
Intel Xeon E5 2698R v4  2.20GHz,"25,605"
Intel Xeon E5 2699 v3  2.30GHz,"20,017"
Intel Xeon E5 2699 v4  2.20GHz,"24,677"
Intel Xeon E5 2699A v4  2.40GHz,"26,759"
Intel Xeon E5 2699C v4  2.20GHz,"21,113"
Intel Xeon E5 4603  2.00GHz,"3,391"
Intel Xeon E5 4607 v2  2.60GHz,"6,986"
Intel Xeon E5 4610  2.40GHz,"6,460"
Intel Xeon E5 4610 v3  1.70GHz,"7,229"
Intel Xeon E5 4617  2.90GHz,"6,298"
Intel Xeon E5 4620  2.20GHz,"6,635"
Intel Xeon E5 4620 v2  2.60GHz,"9,424"
Intel Xeon E5 4620 v3  2.00GHz,"10,525"
Intel Xeon E5 4627 v2  3.30GHz,"9,425"
Intel Xeon E5 4627 v3  2.60GHz,"11,344"
Intel Xeon E5 4627 v4  2.60GHz,"12,969"
Intel Xeon E5 4628L v4  1.80GHz,"11,503"
Intel Xeon E5 4640  2.40GHz,"7,012"
Intel Xeon E5 4640 v3  1.90GHz,"10,372"
Intel Xeon E5 4648 v3  1.70GHz,"9,061"
Intel Xeon E5 4650  2.70GHz,"8,599"
Intel Xeon E5 4650 v2  2.40GHz,"10,907"
Intel Xeon E5 4650 v3  2.10GHz,"10,838"
Intel Xeon E5 4650 v4  2.20GHz,"16,225"
Intel Xeon E5 4650L  2.60GHz,"8,533"
Intel Xeon E5 4655 v3  2.90GHz,"9,377"
Intel Xeon E5 4655 v4  2.50GHz,"10,912"
Intel Xeon E5 4657L v2  2.40GHz,"11,613"
Intel Xeon E5 4660 v3  2.10GHz,"14,167"
Intel Xeon E5 4660 v4  2.20GHz,"15,375"
Intel Xeon E5 4667 v3  2.00GHz,"15,397"
Intel Xeon E5 4667 v4  2.20GHz,"20,319"
Intel Xeon E5 4669 v3  2.10GHz,"17,430"
Intel Xeon E5 4669 v4  2.20GHz,"11,523"
Intel Xeon E5205  1.86GHz,838
Intel Xeon E5240  3.00GHz,"1,448"
Intel Xeon E5310  1.60GHz,"1,306"
Intel Xeon E5320  1.86GHz,"1,469"
Intel Xeon E5335  2.00GHz,"1,549"
Intel Xeon E5345  2.33GHz,"1,868"
Intel Xeon E5405  2.00GHz,"1,753"
Intel Xeon E5410  2.33GHz,"2,032"
Intel Xeon E5420  2.50GHz,"2,030"
Intel Xeon E5430  2.66GHz,"2,256"
Intel Xeon E5440  2.83GHz,"2,367"
Intel Xeon E5450  3.00GHz,"2,580"
Intel Xeon E5462  2.80GHz,"2,213"
Intel Xeon E5472  3.00GHz,"2,333"
Intel Xeon E5502  1.87GHz,837
Intel Xeon E5503  2.00GHz,804
Intel Xeon E5504  2.00GHz,"1,652"
Intel Xeon E5506  2.13GHz,"1,961"
Intel Xeon E5507  2.27GHz,"1,905"
Intel Xeon E5520  2.27GHz,"2,541"
Intel Xeon E5530  2.40GHz,"2,739"
Intel Xeon E5540  2.53GHz,"2,805"
Intel Xeon E5603  1.60GHz,"1,935"
Intel Xeon E5606  2.13GHz,"2,443"
Intel Xeon E5607  2.27GHz,"2,686"
Intel Xeon E5620  2.40GHz,"3,621"
Intel Xeon E5630  2.53GHz,"3,785"
Intel Xeon E5640  2.67GHz,"3,880"
Intel Xeon E5645  2.40GHz,"4,942"
Intel Xeon E5649  2.53GHz,"5,659"
Intel Xeon E7  2830  2.13GHz,"2,027"
Intel Xeon E7 4809 v2  1.90GHz,"16,471"
Intel Xeon E7 8880 v3  2.30GHz,"18,244"
Intel Xeon E7 8891 v3  2.80GHz,"21,615"
Intel Xeon E7320  2.13GHz,"1,469"
Intel Xeon Gold 5115  2.40GHz,"15,017"
Intel Xeon Gold 5117  2.00GHz,"16,897"
Intel Xeon Gold 5118  2.30GHz,"16,744"
Intel Xeon Gold 5120  2.20GHz,"18,132"
Intel Xeon Gold 5120T  2.20GHz,"18,127"
Intel Xeon Gold 5122  3.60GHz,"8,867"
Intel Xeon Gold 5215  2.20GHz,"16,304"
Intel Xeon Gold 5215  2.50GHz,"15,757"
Intel Xeon Gold 5217  3.00GHz,"15,429"
Intel Xeon Gold 5218  2.30GHz,"21,586"
Intel Xeon Gold 5218R  2.10GHz,"25,000"
Intel Xeon Gold 5218T  2.10GHz,"21,433"
Intel Xeon Gold 5220  2.20GHz,"24,154"
Intel Xeon Gold 5220R  2.20GHz,"30,372"
Intel Xeon Gold 5222  3.80GHz,"9,348"
Intel Xeon Gold 5315Y  3.20GHz,"20,477"
Intel Xeon Gold 5317  3.00GHz,"27,448"
Intel Xeon Gold 5318H  2.50GHz,"29,301"
Intel Xeon Gold 5318Y  2.10GHz,"33,139"
Intel Xeon Gold 5320  2.20GHz,"37,558"
Intel Xeon Gold 5320H  2.40GHz,"31,718"
Intel Xeon Gold 5412U,"52,218"
Intel Xeon Gold 5415+,"24,842"
Intel Xeon Gold 5416S,"35,515"
Intel Xeon Gold 5418Y,"45,660"
Intel Xeon Gold 5420+,"58,209"
Intel Xeon Gold 5512U,"60,348"
Intel Xeon Gold 5515+,"26,359"
Intel Xeon Gold 5520+,"61,227"
Intel Xeon Gold 6122  1.80GHz,"23,781"
Intel Xeon Gold 6126  2.60GHz,"17,492"
Intel Xeon Gold 6126T  2.60GHz,"20,827"
Intel Xeon Gold 6128  3.40GHz,"12,909"
Intel Xeon Gold 6130  2.10GHz,"21,490"
Intel Xeon Gold 6130T  2.10GHz,"21,804"
Intel Xeon Gold 6132  2.60GHz,"22,200"
Intel Xeon Gold 6134  3.20GHz,"16,519"
Intel Xeon Gold 6136  3.00GHz,"21,049"
Intel Xeon Gold 6137  3.90GHz,"19,365"
Intel Xeon Gold 6138  2.00GHz,"23,862"
Intel Xeon Gold 6138T  2.00GHz,"20,356"
Intel Xeon Gold 6140  2.30GHz,"23,927"
Intel Xeon Gold 6142  2.60GHz,"25,490"
Intel Xeon Gold 6143  2.80GHz,"24,786"
Intel Xeon Gold 6144  3.50GHz,"18,040"
Intel Xeon Gold 6146  3.20GHz,"22,595"
Intel Xeon Gold 6148  2.40GHz,"29,021"
Intel Xeon Gold 6150  2.70GHz,"26,447"
Intel Xeon Gold 6152  2.10GHz,"24,287"
Intel Xeon Gold 6154  3.00GHz,"27,457"
Intel Xeon Gold 6208U  2.90GHz,"24,480"
Intel Xeon Gold 6210U  2.50GHz,"28,861"
Intel Xeon Gold 6212U  2.40GHz,"27,470"
Intel Xeon Gold 6222V  1.80GHz,"24,254"
Intel Xeon Gold 6226  2.70GHz,"20,619"
Intel Xeon Gold 6226R  2.90GHz,"26,405"
Intel Xeon Gold 6230  2.10GHz,"26,076"
Intel Xeon Gold 6230R  2.10GHz,"32,591"
Intel Xeon Gold 6234  3.30GHz,"17,752"
Intel Xeon Gold 6238  2.10GHz,"29,118"
Intel Xeon Gold 6238R  2.20GHz,"34,751"
Intel Xeon Gold 6240  2.60GHz,"24,918"
Intel Xeon Gold 6240R  2.40GHz,"33,353"
Intel Xeon Gold 6242  2.80GHz,"24,994"
Intel Xeon Gold 6242R  3.10GHz,"36,032"
Intel Xeon Gold 6244  3.60GHz,"18,831"
Intel Xeon Gold 6246  3.30GHz,"22,571"
Intel Xeon Gold 6246R  3.40GHz,"30,468"
Intel Xeon Gold 6248  2.50GHz,"29,535"
Intel Xeon Gold 6248R  3.00GHz,"35,434"
Intel Xeon Gold 6250  3.90GHz,"20,552"
Intel Xeon Gold 6252  2.10GHz,"27,148"
Intel Xeon Gold 6253CL  3.10GHz,"28,549"
Intel Xeon Gold 6254  3.10GHz,"32,283"
Intel Xeon Gold 6256  3.60GHz,"25,334"
Intel Xeon Gold 6258R  2.70GHz,"40,252"
Intel Xeon Gold 6262  1.90GHz,"21,823"
Intel Xeon Gold 6266C  3.00GHz,"29,049"
Intel Xeon Gold 6268CL  2.80GHz,"34,558"
Intel Xeon Gold 6278C  2.60GHz,"32,835"
Intel Xeon Gold 6312U  2.40GHz,"42,443"
Intel Xeon Gold 6314U  2.30GHz,"48,916"
Intel Xeon Gold 6326  2.90GHz,"33,882"
Intel Xeon Gold 6330  2.00GHz,"42,072"
Intel Xeon Gold 6330N  2.20GHz,"36,360"
Intel Xeon Gold 6334  3.60GHz,"20,512"
Intel Xeon Gold 6336Y  2.40GHz,"45,517"
Intel Xeon Gold 6338  2.00GHz,"40,225"
Intel Xeon Gold 6338N  2.20GHz,"42,086"
Intel Xeon Gold 6338T  2.10GHz,"35,801"
Intel Xeon Gold 6342  2.80GHz,"47,076"
Intel Xeon Gold 6346  3.10GHz,"37,734"
Intel Xeon Gold 6348  2.60GHz,"51,843"
Intel Xeon Gold 6354  3.00GHz,"39,400"
Intel Xeon Gold 6414U,"57,200"
Intel Xeon Gold 6416H,"40,606"
Intel Xeon Gold 6418H,"51,711"
Intel Xeon Gold 6421N,"58,797"
Intel Xeon Gold 6423N,"57,434"
Intel Xeon Gold 6426Y,"37,944"
Intel Xeon Gold 6430,"53,965"
Intel Xeon Gold 6434,"28,111"
Intel Xeon Gold 6438N,"52,789"
Intel Xeon Gold 6438Y+,"62,660"
Intel Xeon Gold 6442Y,"58,534"
Intel Xeon Gold 6444Y,"47,176"
Intel Xeon Gold 6448H,"70,292"
Intel Xeon Gold 6448Y,"60,449"
Intel Xeon Gold 6450C,"38,571"
Intel Xeon Gold 6526Y,"44,298"
Intel Xeon Gold 6530,"42,826"
Intel Xeon Gold 6534,"29,786"
Intel Xeon Gold 6538N,"44,895"
Intel Xeon Gold 6542Y,"60,144"
Intel Xeon Gold 6544Y,"51,181"
Intel Xeon Gold 6548Y+,"73,387"
Intel Xeon Gold 6554S,"50,777"
Intel Xeon L3110  3.00GHz,"1,338"
Intel Xeon L3360  2.83GHz,"2,412"
Intel Xeon L3406  2.27GHz,"1,104"
Intel Xeon L3426  1.87GHz,"2,742"
Intel Xeon L5240  3.00GHz,"1,337"
Intel Xeon L5310  1.60GHz,"1,385"
Intel Xeon L5320  1.86GHz,"1,118"
Intel Xeon L5335  2.00GHz,"1,737"
Intel Xeon L5408  2.13GHz,"1,769"
Intel Xeon L5410  2.33GHz,"1,853"
Intel Xeon L5420  2.50GHz,"2,143"
Intel Xeon L5430  2.66GHz,"2,260"
Intel Xeon L5520  2.27GHz,"2,274"
Intel Xeon L5530  2.40GHz,"2,522"
Intel Xeon L5609  1.87GHz,"3,298"
Intel Xeon L5630  2.13GHz,"3,048"
Intel Xeon L5638  2.00GHz,"3,707"
Intel Xeon L5639  2.13GHz,"4,419"
Intel Xeon L5640  2.27GHz,"4,659"
Intel Xeon L7455  2.13GHz,"2,494"
Intel Xeon Max 9480,"82,913"
Intel Xeon MV 3.20GHz,756
Intel Xeon Phi 7210  1.30GHz,"7,306"
Intel Xeon Phi 7290  1.50GHz,"17,839"
Intel Xeon Platinum 8124M  3.00GHz,"25,350"
Intel Xeon Platinum 8151  3.40GHz,"16,208"
Intel Xeon Platinum 8160  2.10GHz,"29,273"
Intel Xeon Platinum 8167M  2.00GHz,"24,751"
Intel Xeon Platinum 8168  2.70GHz,"32,373"
Intel Xeon Platinum 8171M  2.60GHz,"29,613"
Intel Xeon Platinum 8173M  2.00GHz,"28,025"
Intel Xeon Platinum 8175M  2.50GHz,"26,659"
Intel Xeon Platinum 8176  2.10GHz,"23,179"
Intel Xeon Platinum 8180  2.50GHz,"38,259"
Intel Xeon Platinum 8180M  2.50GHz,"30,313"
Intel Xeon Platinum 8252C  3.80GHz,"28,147"
Intel Xeon Platinum 8259CL  2.50GHz,"31,403"
Intel Xeon Platinum 8260  2.40GHz,"30,720"
Intel Xeon Platinum 8260C  2.40GHz,"34,420"
Intel Xeon Platinum 8260M  2.30GHz,"33,970"
Intel Xeon Platinum 8260M  2.40GHz,"34,592"
Intel Xeon Platinum 8268  2.90GHz,"35,081"
Intel Xeon Platinum 8270  2.70GHz,"33,602"
Intel Xeon Platinum 8273CL  2.20GHz,"37,320"
